Name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
"MG Hector Sharp AT BSIV",2019,1750000,19000,Petrol,Dealer,Automatic,"First Owner","13.96 kmpl","1451 CC","141 bhp","250Nm@ 1600-3600rpm",5
"MG Hector Smart DCT",2019,1700000,16500,Petrol,Dealer,Automatic,"First Owner","13.96 kmpl","1451 CC","141 bhp","250Nm@ 1600-3600rpm",5
"Nissan Kicks XL BSIV",2019,860000,14317,Petrol,Dealer,Manual,"First Owner","14.23 kmpl","1498 CC","104.55 bhp","142Nm@ 4000rpm",5
"Nissan Kicks XL BSIV",2019,860000,14317,Petrol,Dealer,Manual,"First Owner","14.23 kmpl","1498 CC","104.55 bhp","142Nm@ 4000rpm",5
"Skoda Octavia Style Plus 2.0 TDI AT",2019,2600000,11000,Diesel,Dealer,Automatic,"First Owner","19.3 kmpl","1968 CC","141 bhp","320Nm@ 1750-3000rpm",5
"Tata Harrier XZ",2019,1650000,15000,Diesel,Dealer,Manual,"First Owner","17.0 kmpl","1956 CC","167.67 bhp","350Nm@ 1750-2500rpm",5
"Tata Tiago XT",2019,490000,33928,Petrol,Dealer,Manual,"First Owner","23.84 kmpl","1199 CC","84.48 bhp","113Nm@ 3300rpm",5
"Tata Tigor 2017-2020 XZ Plus Diesel",2019,900000,8079,Diesel,Dealer,Manual,"First Owner","24.7 kmpl","1047 CC","69 bhp","140Nm@ 1800-3000rpm",5
"Toyota Glanza V CVT",2019,894999,9654,Petrol,Dealer,Automatic,"First Owner","19.56 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Toyota Glanza V CVT",2019,894999,9654,Petrol,Dealer,Automatic,"First Owner","19.56 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Toyota Innova Crysta 2.8 GX AT 8S BSIV",2019,1925000,43000,Diesel,Dealer,Automatic,"First Owner","11.36 kmpl","2755 CC","171.5 bhp","360Nm@ 1200-3400rpm",8
"Toyota Innova Crysta 2.8 GX AT 8S BSIV",2019,1925000,43000,Diesel,Dealer,Automatic,"First Owner","11.36 kmpl","2755 CC","171.5 bhp","360Nm@ 1200-3400rpm",8
"Volkswagen Ameo 1.2 MPI Comfortline Plus",2019,640000,10000,Petrol,Dealer,Manual,"First Owner","17.0 kmpl","1198 CC","73.75 bhp","110Nm@ 3750rpm",5
"Volkswagen Polo 1.2 MPI Comfortline",2019,635000,2000,Petrol,Dealer,Manual,"First Owner","16.2 kmpl","1199 CC","74 bhp","110Nm@ 3000-4300rpm",5
"Volkswagen Polo 1.5 TDI Comfortline",2019,695000,36800,Diesel,Dealer,Manual,"First Owner","20.14 kmpl","1498 CC","88 bhp","230Nm@ 1500-2500rpm",5
"Volkswagen Polo 1.5 TDI Comfortline",2019,695000,36800,Diesel,Dealer,Manual,"First Owner","20.14 kmpl","1498 CC","88 bhp","230Nm@ 1500-2500rpm",5
"Volkswagen Vento 1.5 TDI Highline BSIV",2019,1350000,5400,Diesel,Dealer,Manual,"Test Drive Car","22.27 kmpl","1498 CC","108.6 bhp","250Nm@ 1500-3000rpm",5
"Audi A4 35 TDI Premium Plus",2018,2900000,15000,Diesel,Dealer,Automatic,"First Owner","18.25 kmpl","1968 CC","187.74 bhp","400Nm@ 1750-3000rpm",5
"Audi Q3 35 TDI Quattro Premium Plus",2018,2800000,26000,Diesel,Dealer,Automatic,"First Owner","15.73 kmpl","1968 CC","174.33 bhp","380Nm@ 1750-2500rpm",5
"Audi Q5 35TDI Premium Plus",2018,3975000,31800,Diesel,Dealer,Automatic,"First Owner","17.01 kmpl","1968 CC","188 bhp","400nm@ 1750-3000rpm",5
"Audi Q5 35TDI Premium Plus",2018,3975000,31800,Diesel,Dealer,Automatic,"First Owner","17.01 kmpl","1968 CC","188 bhp","400nm@ 1750-3000rpm",5
"Audi Q5 35TDI Premium Plus",2018,3975000,31800,Diesel,Dealer,Automatic,"First Owner","17.01 kmpl","1968 CC","188 bhp","400nm@ 1750-3000rpm",5
"Audi Q5 35TDI Premium Plus",2018,3975000,31800,Diesel,Dealer,Automatic,"First Owner","17.01 kmpl","1968 CC","188 bhp","400nm@ 1750-3000rpm",5
"Audi Q5 35TDI Premium Plus",2018,3975000,31800,Diesel,Dealer,Automatic,"First Owner","17.01 kmpl","1968 CC","188 bhp","400nm@ 1750-3000rpm",5
"Audi Q5 35TDI Premium Plus",2018,3975000,31800,Diesel,Dealer,Automatic,"First Owner","17.01 kmpl","1968 CC","188 bhp","400nm@ 1750-3000rpm",5
"BMW 5 Series 520d Sport Line",2018,3790000,29500,Diesel,Dealer,Automatic,"First Owner","22.48 kmpl","1995 CC","187.74 bhp","400Nm@ 1750-2500rpm",5
"BMW 5 Series 520d Sport Line",2018,3900000,17100,Diesel,Dealer,Automatic,"First Owner","22.48 kmpl","1995 CC","187.74 bhp","400Nm@ 1750-2500rpm",5
"BMW 5 Series 520d Sport Line",2018,3790000,29500,Diesel,Dealer,Automatic,"First Owner","22.48 kmpl","1995 CC","187.74 bhp","400Nm@ 1750-2500rpm",5
"BMW 5 Series 520d Sport Line",2018,4000000,10000,Diesel,Dealer,Automatic,"First Owner","22.48 kmpl","1995 CC","187.74 bhp","400Nm@ 1750-2500rpm",5
"BMW 5 Series 520d Sport Line",2018,4000000,10000,Diesel,Dealer,Automatic,"First Owner","22.48 kmpl","1995 CC","187.74 bhp","400Nm@ 1750-2500rpm",5
"BMW 6 Series GT 630d Luxury Line",2018,6000000,28156,Diesel,Dealer,Automatic,"First Owner","17.09 kmpl","2993 CC","261.4 bhp","620Nm@ 2000-2500rpm",4
"BMW 6 Series GT 630d Luxury Line",2018,6000000,28156,Diesel,Dealer,Automatic,"First Owner","17.09 kmpl","2993 CC","261.4 bhp","620Nm@ 2000-2500rpm",4
"BMW 6 Series GT 630d Luxury Line",2018,6000000,27000,Diesel,Dealer,Automatic,"First Owner","17.09 kmpl","2993 CC","261.4 bhp","620Nm@ 2000-2500rpm",4
"BMW X1 sDrive 20d Sportline",2018,2850000,27000,Diesel,Dealer,Automatic,"First Owner","17.05 kmpl","1995 CC","184 bhp","380Nm@ 1750-2750rpm",5
"BMW X1 sDrive20d M Sport",2018,3350000,18000,Diesel,Dealer,Automatic,"First Owner","19.62 kmpl","1998 CC","190 bhp","400nm@ 1750-2500rpm",5
"BMW X1 sDrive20d M Sport",2018,3350000,18000,Diesel,Dealer,Automatic,"First Owner","19.62 kmpl","1998 CC","190 bhp","400nm@ 1750-2500rpm",5
"Force Gurkha Hard Top BS3 4WD",2018,910000,20000,Diesel,Dealer,Manual,"First Owner","17.0 kmpl","2596 CC","80.8 bhp","230Nm@ 1800-2000rpm",5
"Force Gurkha Hard Top BS3 4WD",2018,910000,20000,Diesel,Dealer,Manual,"First Owner","17.0 kmpl","2596 CC","80.8 bhp","230Nm@ 1800-2000rpm",5
"Ford EcoSport 1.5 Diesel Titanium Plus BSIV",2018,900000,44772,Diesel,Dealer,Manual,"Second Owner","23.0 kmpl","1498 CC","98.96 bhp","205Nm@ 1750-3250rpm",5
"Ford Ecosport 1.5 DV5 MT Trend",2018,800000,37161,Diesel,Dealer,Manual,"First Owner","22.7 kmpl","1498 CC","89.84 bhp","204Nm@ 2000-2750rpm",5
"Ford Ecosport 1.5 Petrol Ambiente",2018,640000,6001,Petrol,Dealer,Manual,"First Owner","15.9 kmpl","1496 CC","120.69 bhp","149Nm@ 4500rpm",5
"Ford EcoSport 1.5 TDCi Signature BSIV",2018,950000,27000,Diesel,Dealer,Manual,"First Owner","22.77 kmpl","1498 CC","98.59 bhp","205Nm@ 1750-3250rpm",5
"Ford EcoSport 1.5 TDCi Titanium BE BSIV",2018,925000,33360,Diesel,Dealer,Manual,"First Owner","22.77 kmpl","1498 CC","98.59 bhp","205Nm@ 1750-3250rpm",5
"Ford EcoSport 1.5 TDCi Titanium BE BSIV",2018,925000,33360,Diesel,Dealer,Manual,"First Owner","22.77 kmpl","1498 CC","98.59 bhp","205Nm@ 1750-3250rpm",5
"Ford EcoSport 1.5 TDCi Titanium BSIV",2018,950000,27620,Diesel,Dealer,Manual,"First Owner","22.77 kmpl","1498 CC","98.59 bhp","205Nm@ 1750-3250rpm",5
"Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV",2018,925000,50699,Diesel,Dealer,Manual,"First Owner","22.77 kmpl","1498 CC","98.59 bhp","205Nm@ 1750-3250rpm",5
"Ford Freestyle Titanium Diesel",2018,795000,2860,Diesel,Dealer,Manual,"First Owner","23.8 kmpl","1499 CC","98.97 bhp","215nm@ 1750-2500rpm",5
"Ford Freestyle Titanium Plus Diesel",2018,700000,35278,Diesel,Dealer,Manual,"First Owner","23.8 kmpl","1499 CC","98.97 bhp","215nm@ 1750-2500rpm",5
"Ford Freestyle Trend Diesel",2018,650000,20706,Diesel,Dealer,Manual,"First Owner","23.8 kmpl","1499 CC","98.63 bhp","215Nm@ 1750-2500rpm",5
"Honda City i VTEC VX",2018,925000,28900,Petrol,Dealer,Manual,"First Owner","17.8 kmpl","1497 CC","117.3 bhp","145Nm@ 4600rpm",5
"Honda City i VTEC VX",2018,925000,28900,Petrol,Dealer,Manual,"First Owner","17.8 kmpl","1497 CC","117.3 bhp","145Nm@ 4600rpm",5
"Honda Jazz 1.2 V i VTEC",2018,680000,8576,Petrol,Dealer,Manual,"First Owner","18.7 kmpl","1199 CC","88.7 bhp","110Nm@ 4800rpm",5
"Honda Jazz 1.2 V i VTEC",2018,680000,8576,Petrol,Dealer,Manual,"First Owner","18.7 kmpl","1199 CC","88.7 bhp","110Nm@ 4800rpm",5
"Honda Jazz 1.2 VX i VTEC",2018,675000,24265,Petrol,Dealer,Manual,"First Owner","18.7 kmpl","1199 CC","88.7 bhp","110Nm@ 4800rpm",5
"Honda Jazz 1.5 S i DTEC",2018,650000,47725,Diesel,Dealer,Manual,"First Owner","27.3 kmpl","1498 CC","98.6 bhp","200Nm@ 1750rpm",5
"Hyundai Creta 1.6 SX Option",2018,1175000,14000,Petrol,Dealer,Manual,"First Owner","15.8 kmpl","1591 CC","121.3 bhp","151Nm@ 4850rpm",5
"Hyundai Elite i20 Asta Option CVT BSIV",2018,890000,29000,Petrol,Dealer,Automatic,"First Owner","17.4 kmpl","1197 CC","81.86 bhp","117nm@ 4000rpm",5
"Hyundai Elite i20 Asta Option CVT BSIV",2018,730000,31000,Petrol,Dealer,Automatic,"First Owner","17.4 kmpl","1197 CC","81.86 bhp","117nm@ 4000rpm",5
"Hyundai i20 1.4 Asta Option",2018,825000,71500,Diesel,Dealer,Manual,"First Owner","22.54 kmpl","1396 CC","88.73 bhp","219.7Nm@ 1500-2750rpm",5
"Hyundai i20 Asta 1.2",2018,700000,28451,Petrol,Dealer,Manual,"First Owner","18.6 kmpl","1197 CC","81.83 bhp","114.7Nm@ 4000rpm",5
"Hyundai Santro Asta BSIV",2018,540000,7000,Petrol,Dealer,Manual,"First Owner","20.3 kmpl","1086 CC","68 bhp","99Nm@ 4500rpm",5
"Hyundai Santro Asta BSIV",2018,540000,7000,Petrol,Dealer,Manual,"First Owner","20.3 kmpl","1086 CC","68 bhp","99Nm@ 4500rpm",5
"Hyundai Xcent 1.1 CRDi SX Option",2018,665000,40142,Diesel,Dealer,Manual,"First Owner","24.4 kmpl","1120 CC","71 bhp","180.4Nm@ 1750-2500rpm",5
"Mahindra Bolero B2",2018,660000,74250,Diesel,Dealer,Manual,"First Owner","21.0 kmpl","1498 CC","74.96 bhp","210nm@ 1600-2200rpm",7
"Mahindra Thar CRDe ABS",2018,900000,26235,Diesel,Dealer,Manual,"First Owner","16.55 kmpl","2498 CC","105 bhp","247Nm@ 1800-2000rpm",6
"Mahindra Thar CRDe AC",2018,900000,12000,Diesel,Dealer,Manual,"First Owner","16.55 kmpl","2498 CC","105 bhp","247Nm@ 1800-2000rpm",6
"Mahindra TUV 300 mHAWK100 T8",2018,890000,55000,Diesel,Dealer,Manual,"First Owner","18.49 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7
"Mahindra TUV 300 T4 Plus",2018,775000,59736,Diesel,Dealer,Manual,"First Owner","18.49 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7
"Mahindra XUV500 W5 BSIV",2018,1051000,59865,Diesel,Dealer,Manual,"First Owner","15.1 kmpl","2179 CC","152.87 bhp","360Nm@ 1750-2800rpm",7
"Mahindra XUV500 W9 BSIV",2018,1475000,24000,Diesel,Dealer,Manual,"First Owner","15.1 kmpl","2179 CC","152.87 bhp","360Nm@ 1750-2800rpm",7
"Maruti Alto K10 VXI",2018,390000,10300,Petrol,Dealer,Manual,"First Owner","23.95 kmpl","998 CC","67.05 bhp","90Nm@ 3500rpm",5
"Maruti Baleno Alpha",2018,775000,17000,Petrol,Dealer,Manual,"First Owner","21.01 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Alpha 1.3",2018,740000,38817,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Baleno Zeta Automatic",2018,775000,21147,Petrol,Dealer,Automatic,"First Owner","21.4 kmpl","1197 CC","83.1 bhp","115Nm@ 4000rpm",5
"Maruti Celerio ZXI Optional AMT BSIV",2018,545000,10000,Petrol,Dealer,Automatic,"First Owner","23.1 kmpl","998 CC","67.04 bhp","90Nm@ 3500rpm",5
"Maruti Ciaz Alpha Diesel",2018,975000,36000,Diesel,Dealer,Manual,"First Owner","28.09 kmpl","1248 CC","88.50 bhp","200Nm@ 1750rpm",5
"Maruti Ciaz Zeta",2018,850000,64000,Petrol,Dealer,Manual,"First Owner","20.65 kmpl","1462 CC","103.25 bhp","138Nm@ 4400rpm",5
"Maruti Ertiga SHVS VDI",2018,875000,83844,Diesel,Dealer,Manual,"First Owner","24.52 kmpl","1248 CC","88.5 bhp","200Nm@ 1750rpm",7
"Maruti Ertiga VXI",2018,775000,47000,Petrol,Dealer,Manual,"Second Owner","16.02 kmpl","1373 CC","93.7 bhp","130Nm@ 4000rpm",7
"Maruti Ertiga ZDI Plus",2018,950000,48500,Diesel,Dealer,Manual,"First Owner","25.47 kmpl","1248 CC","88.50 bhp","200Nm@ 1750rpm",7
"Maruti Ignis 1.2 Delta BSIV",2018,480000,20375,Petrol,Dealer,Manual,"First Owner","20.89 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Ignis 1.2 Delta BSIV",2018,480000,20375,Petrol,Dealer,Manual,"First Owner","20.89 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Ignis 1.2 Zeta BSIV",2018,525000,33000,Petrol,Dealer,Manual,"First Owner","20.89 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT VDI",2018,790000,16000,Diesel,Dealer,Automatic,"First Owner","28.4 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,655000,15732,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift AMT ZXI",2018,600000,69779,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift Dzire AMT ZDI Plus",2018,698000,27654,Diesel,Dealer,Automatic,"First Owner","28.4 kmpl","1248 CC","74.02 bhp","190Nm@ 2000rpm",5
"Maruti Swift Dzire LXI",2018,611000,9000,Petrol,Dealer,Manual,"First Owner","19.1 kmpl","1197 CC","85.8 bhp","114Nm@ 4000rpm",5
"Maruti Swift Dzire LXI",2018,611000,9000,Petrol,Dealer,Manual,"First Owner","19.1 kmpl","1197 CC","85.8 bhp","114Nm@ 4000rpm",5
"Maruti Swift Dzire VDI",2018,765000,59000,Diesel,Dealer,Manual,"First Owner","28.4 kmpl","1248 CC","74.02 bhp","190Nm@ 2000rpm",5
"Maruti Swift Dzire VDI Optional",2018,690000,52200,Diesel,Dealer,Manual,"First Owner","26.59 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Swift Dzire VDI Optional",2018,751000,44885,Diesel,Dealer,Manual,"First Owner","26.59 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Swift Dzire VXi AT",2018,675000,23300,Petrol,Dealer,Automatic,"First Owner","18.5 kmpl","1197 CC","83.14 bhp","115Nm@ 4000rpm",5
"Maruti Swift Dzire ZXI Plus",2018,795000,41779,Petrol,Dealer,Manual,"First Owner","21.21 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift Dzire ZXI Plus",2018,795000,41779,Petrol,Dealer,Manual,"First Owner","21.21 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift LXi BSIV",2018,490000,28000,Petrol,Dealer,Manual,"First Owner","16.1 kmpl","1197 CC","85 bhp","113Nm@ 4,500rpm",5
"Maruti Swift LXi BSIV",2018,490000,28000,Petrol,Dealer,Manual,"First Owner","16.1 kmpl","1197 CC","85 bhp","113Nm@ 4,500rpm",5
"Maruti Swift VDI",2018,755000,39000,Diesel,Dealer,Manual,"First Owner","28.4 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Swift VXI BSIV",2018,610000,52000,Petrol,Dealer,Manual,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift VXI BSIV",2018,610000,52000,Petrol,Dealer,Manual,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift ZXI 2018",2018,750000,15000,Petrol,Dealer,Manual,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift ZXI 2018",2018,750000,15000,Petrol,Dealer,Manual,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift ZXI BSIV",2018,730000,4773,Petrol,Dealer,Manual,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Vitara Brezza LDi Option",2018,725000,36521,Diesel,Dealer,Manual,"First Owner","24.3 kmpl","1248 CC","88.5 bhp","200Nm@ 1750rpm",5
"Maruti Vitara Brezza VDi",2018,819999,32600,Diesel,Dealer,Manual,"First Owner","24.3 kmpl","1248 CC","88.5 bhp","200Nm@ 1750rpm",5
